Region Code,Bldg State,Bldg Status,Property Type,Bldg ANSI Usable,Total Parking Spaces,Owned/Leased,Construction Date,Historical Type,Historical Status,ABA Accessibility Flag ,Building Age,Cluster
9.0,AZ,ACTIVE,BUILDING,37044.0,47.0,LEASED,1984-01-01,Field Not In Use,Not Evaluated,Yes,41.0,1
9.0,AZ,ACTIVE,BUILDING,5494.999999999996,2.0,LEASED,1994-01-01,Field Not In Use,Not Evaluated,Yes,31.0,1
9.0,AZ,ACTIVE,BUILDING,23912.0,10.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,3841.0,6.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,1
9.0,AZ,ACTIVE,BUILDING,24338.0,77.0,LEASED,2002-01-01,Field Not In Use,Not Evaluated,Yes,23.0,1
9.0,AZ,ACTIVE,BUILDING,19755.0,11.0,LEASED,1985-01-01,Field Not In Use,Not Evaluated,Yes,40.0,1
9.0,AZ,ACTIVE,BUILDING,84527.0,135.0,LEASED,1981-01-01,Field Not In Use,Not Evaluated,Yes,44.0,1
9.0,AZ,ACTIVE,BUILDING,33144.0,20.0,LEASED,2001-01-01,Field Not In Use,Not Evaluated,Yes,24.0,1
9.0,AZ,ACTIVE,BUILDING,34001.0,64.0,LEASED,2066-01-01,Field Not In Use,Not Evaluated,Yes,-41.0,1
9.0,AZ,ACTIVE,BUILDING,15952.0,37.0,LEASED,2003-01-01,Field Not In Use,Not Evaluated,Yes,22.0,1
9.0,AZ,ACTIVE,BUILDING,2326.0,8.0,LEASED,2001-01-01,Field Not In Use,Not Evaluated,Yes,24.0,1
9.0,AZ,ACTIVE,BUILDING,9100.0,39.0,LEASED,2003-01-01,Field Not In Use,Not Evaluated,Yes,22.0,1
9.0,AZ,ACTIVE,BUILDING,19228.0,0.0,LEASED,2062-01-01,Field Not In Use,Not Evaluated,Yes,-37.0,1
9.0,AZ,ACTIVE,BUILDING,42065.0,18.0,LEASED,2003-01-01,Field Not In Use,Not Evaluated,Yes,22.0,1
9.0,AZ,ACTIVE,BUILDING,10000.0,46.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,1127.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,4665.000000000004,0.0,LEASED,2074-01-01,Field Not In Use,Not Evaluated,Yes,-49.0,1
9.0,AZ,ACTIVE,BUILDING,1077.0,2.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,462.0,0.0,LEASED,1997-01-01,Field Not In Use,Not Evaluated,Yes,28.0,1
9.0,AZ,ACTIVE,BUILDING,742.0,2.0,LEASED,2072-01-01,Field Not In Use,Not Evaluated,Yes,-47.0,1
9.0,AZ,ACTIVE,BUILDING,1000.0,2.0,LEASED,1993-01-01,Field Not In Use,Not Evaluated,Yes,32.0,1
9.0,AZ,ACTIVE,BUILDING,4670.0,6.0,LEASED,2002-01-01,Field Not In Use,Not Evaluated,Yes,23.0,1
9.0,AZ,ACTIVE,BUILDING,36382.0,51.0,LEASED,2002-01-01,Field Not In Use,Not Evaluated,Yes,23.0,1
9.0,AZ,ACTIVE,BUILDING,48934.0,15.0,LEASED,1983-01-01,Field Not In Use,Not Evaluated,Yes,42.0,1
9.0,AZ,ACTIVE,BUILDING,3237.0,6.0,LEASED,2003-01-01,Field Not In Use,Not Evaluated,Yes,22.0,1
9.0,AZ,ACTIVE,BUILDING,3878.9999999999964,0.9999999999999929,LEASED,2001-01-01,Field Not In Use,Not Evaluated,Yes,24.0,1
9.0,AZ,ACTIVE,BUILDING,0.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,11325.0,15.0,LEASED,2003-01-01,Field Not In Use,Not Evaluated,Yes,22.0,1
9.0,AZ,ACTIVE,BUILDING,3172.0,0.0,LEASED,2006-01-01,Field Not In Use,Not Evaluated,Yes,19.0,1
9.0,AZ,ACTIVE,BUILDING,3729.0000000000036,28.0,LEASED,1986-01-01,Field Not In Use,Not Evaluated,Yes,39.0,1
9.0,AZ,ACTIVE,BUILDING,22594.0,135.0,LEASED,2005-01-01,Field Not In Use,Not Evaluated,Yes,20.0,1
9.0,AZ,ACTIVE,BUILDING,12825.0,68.0,LEASED,2005-01-01,Field Not In Use,Not Evaluated,Yes,20.0,1
9.0,AZ,ACTIVE,BUILDING,8863.999999999996,32.0,LEASED,2006-01-01,Field Not In Use,Not Evaluated,Yes,19.0,1
9.0,AZ,ACTIVE,BUILDING,14038.0,23.0,LEASED,1983-01-01,Field Not In Use,Not Evaluated,Yes,42.0,1
9.0,AZ,ACTIVE,BUILDING,11586.0,2.0,LEASED,1984-01-01,Field Not In Use,Not Evaluated,Yes,41.0,1
9.0,AZ,ACTIVE,BUILDING,6300.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,4080.0,7.0,LEASED,1999-01-01,Field Not In Use,Not Evaluated,Yes,26.0,1
9.0,AZ,ACTIVE,BUILDING,2986.0,2.0,LEASED,2006-01-01,Field Not In Use,Not Evaluated,Yes,19.0,1
9.0,AZ,ACTIVE,BUILDING,513.0,4.999999999999993,LEASED,1999-01-01,Field Not In Use,Not Evaluated,Yes,26.0,1
9.0,AZ,ACTIVE,BUILDING,1308.0,2.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,134224.0,507.00000000000006,LEASED,1981-01-31,Field Not In Use,Not Evaluated,Yes,44.0,1
9.0,AZ,ACTIVE,BUILDING,460.0,0.0,LEASED,2073-01-01,Field Not In Use,Not Evaluated,Yes,-48.0,1
9.0,AZ,ACTIVE,BUILDING,5272.999999999996,14.0,LEASED,2000-01-01,Field Not In Use, ,Will Conform,25.0,1
9.0,AZ,ACTIVE,BUILDING,2347.9999999999964,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,4418.0,95.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,21750.0,64.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,6665.0,4.0,LEASED,2005-01-01,Field Not In Use,Not Evaluated,Yes,20.0,1
9.0,AZ,ACTIVE,BUILDING,73697.0,359.0,LEASED,2007-02-15,Field Not In Use,Not Evaluated,Yes,18.0,1
9.0,AZ,ACTIVE,BUILDING,75586.0,251.0,LEASED,2012-03-01,Field Not In Use,Not Evaluated,Yes,13.0,1
9.0,AZ,ACTIVE,BUILDING,10025.0,15.0,LEASED,2008-11-05,Field Not In Use,Not Evaluated,Yes,17.0,1
9.0,AZ,ACTIVE,BUILDING,18218.0,7.0,LEASED,2008-12-31,Field Not In Use,Not Evaluated,Yes,17.0,1
9.0,AZ,ACTIVE,BUILDING,12783.0,2.999999999999993,LEASED,2008-10-21,Field Not In Use,Not Evaluated,Yes,17.0,1
9.0,AZ,ACTIVE,BUILDING,191095.0,405.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,3
9.0,AZ,ACTIVE,BUILDING,23000.0,57.0,LEASED,2010-09-15,Field Not In Use,Not Evaluated,Yes,15.0,1
9.0,AZ,ACTIVE,BUILDING,11126.0,53.0,LEASED,2010-09-15,Field Not In Use,Not Evaluated,Yes,15.0,1
9.0,AZ,ACTIVE,BUILDING,20330.0,72.0,LEASED,2004-04-01,Field Not In Use,Not Evaluated,Yes,21.0,1
9.0,AZ,ACTIVE,BUILDING,10621.0,23.0,LEASED,1997-04-01,Field Not In Use,Not Evaluated,Yes,28.0,1
9.0,AZ,ACTIVE,BUILDING,23224.0,55.0,LEASED,1988-03-01,Field Not In Use,Not Evaluated,Yes,37.0,1
9.0,AZ,ACTIVE,BUILDING,44563.0,133.0,LEASED,2007-07-28,Field Not In Use,Not Evaluated,Yes,18.0,1
9.0,AZ,ACTIVE,BUILDING,32297.0,65.0,LEASED,2005-04-01,Field Not In Use,Not Evaluated,Yes,20.0,1
9.0,AZ,ACTIVE,BUILDING,4500.0,20.0,LEASED,1992-07-24,Field Not In Use,Not Evaluated,Yes,33.0,1
9.0,AZ,ACTIVE,BUILDING,6801.0,2.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,1050.0,4.0,LEASED,1981-06-01,Field Not In Use,Not Evaluated,Yes,44.0,1
9.0,AZ,ACTIVE,BUILDING,24792.0,14.0,LEASED,1998-01-01,Field Not In Use,Not Evaluated,Yes,27.0,1
9.0,AZ,ACTIVE,BUILDING,14556.0,91.0,LEASED,1980-01-01,Field Not In Use,Not Evaluated,Yes,45.0,1
9.0,AZ,ACTIVE,BUILDING,2780.0,0.9999999999999929,LEASED,2001-01-01,Field Not In Use,Not Evaluated,Yes,24.0,1
9.0,AZ,ACTIVE,BUILDING,3973.0,0.0,LEASED,1998-01-01,Field Not In Use,Not Evaluated,Yes,27.0,1
9.0,AZ,ACTIVE,BUILDING,4257.0,11.0,LEASED,2005-05-05,Field Not In Use,Not Evaluated,Yes,20.0,1
9.0,AZ,ACTIVE,BUILDING,26268.0,105.0,LEASED,1995-06-01,Field Not In Use,Not Evaluated,Yes,30.0,1
9.0,AZ,ACTIVE,BUILDING,3442.0,19.0,LEASED,2010-12-01,Field Not In Use,Not Evaluated,Yes,15.0,1
9.0,AZ,ACTIVE,BUILDING,15322.0,2.0,LEASED,1981-01-01,Field Not In Use,Not Evaluated,Yes,44.0,1
9.0,AZ,ACTIVE,BUILDING,3464.0,4.0,LEASED,2009-09-01,Field Not In Use,Not Evaluated,Will Conform,16.0,1
9.0,AZ,ACTIVE,BUILDING,5878.0,12.0,LEASED,2006-01-01,Field Not In Use,Not Evaluated,Yes,19.0,1
9.0,AZ,ACTIVE,BUILDING,13891.0,96.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,14475.0,39.0,LEASED,2010-01-01,Field Not In Use,Not Evaluated,Yes,15.0,1
9.0,AZ,ACTIVE,BUILDING,58397.0,154.00000000000003,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,16632.0,40.0,LEASED,2006-01-01,Field Not In Use,Not Evaluated,Yes,19.0,1
9.0,AZ,ACTIVE,BUILDING,14218.0,52.0,LEASED,2008-01-01,Field Not In Use,Not Evaluated,Yes,17.0,1
9.0,AZ,ACTIVE,BUILDING,26998.0,4.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,No,25.0,1
9.0,AZ,ACTIVE,BUILDING,8747.000000000004,12.0,LEASED,2007-10-01,Field Not In Use,Not Evaluated,Yes,18.0,1
9.0,AZ,ACTIVE,BUILDING,3969.0,14.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,7456.0,12.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,16317.0,4.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,1
9.0,AZ,ACTIVE,BUILDING,23393.0,52.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,4820.0,4.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,1
9.0,AZ,ACTIVE,BUILDING,2289.0,4.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,1
9.0,AZ,ACTIVE,BUILDING,1750.0,7.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,1
9.0,AZ,ACTIVE,BUILDING,36288.0,0.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,1
9.0,AZ,ACTIVE,BUILDING,11424.0,41.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,1
9.0,AZ,ACTIVE,BUILDING,740.0,4.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,8411.0,18.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Will Conform,25.0,1
9.0,AZ,ACTIVE,BUILDING,4540.999999999996,4.999999999999993,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,8429.0,2.0,LEASED,2013-02-01,Field Not In Use,Not Evaluated,Will Conform,12.0,1
9.0,AZ,ACTIVE,BUILDING,2533.0,10.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,2638.0000000000036,6.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,5330.0,2.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,40500.0,140.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,12580.0,71.0,LEASED,2000-01-01,Field Not In Use, ,Will Conform,25.0,1
9.0,AZ,ACTIVE,BUILDING,15000.0,43.0,LEASED,2000-01-01,Field Not In Use, ,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,50459.0,19.0,LEASED,2000-01-01,Field Not In Use, ,Will Conform,25.0,1
9.0,AZ,ACTIVE,BUILDING,8420.999999999996,32.0,LEASED,2000-01-01,Field Not In Use, ,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,6457.0,23.0,LEASED,2000-01-01,Field Not In Use, ,Will Conform,25.0,1
9.0,AZ,ACTIVE,BUILDING,3337.0000000000036,4.0,LEASED,2000-01-01,Field Not In Use, ,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,4410.0,10.0,LEASED,2000-01-01,Field Not In Use,Not Evaluated,Yes,25.0,1
9.0,AZ,ACTIVE,BUILDING,1230.0,6.0,LEASED,2000-01-01,Field Not In Use, ,Yes,25.0,1
9.0,CA,ACTIVE,BUILDING,520440.99999999994,108.0,OWNED,2040-01-01,Field Not In Use,National Historic Landmark,Will Conform,-15.0,3
9.0,CA,ACTIVE,BUILDING,107202.0,25.0,OWNED,2033-01-01,Field Not In Use,National Register Listed,Will Conform,-8.0,1
9.0,CA,ACTIVE,BUILDING,42825.0,63.0,OWNED,2013-01-01,Field Not In Use,National Register Listed,Will Conform,12.0,1
9.0,CA,ACTIVE,BUILDING,317854.0,10.0,OWNED,2044-01-01,Field Not In Use,National Register Listed,Will Conform,-19.0,3
9.0,CA,ACTIVE,BUILDING,94558.0,11.0,OWNED,2011-01-01,Field Not In Use,National Register Listed,Will Conform,14.0,1
9.0,CA,ACTIVE,BUILDING,170570.0,2.0,OWNED,2036-01-01,Field Not In Use,National Historic Landmark,Will Conform,-11.0,1
9.0,CA,ACTIVE,BUILDING,213812.0,38.0,OWNED,2005-08-29,Field Not In Use,National Historic Landmark,Will Conform,20.0,1
9.0,CA,ACTIVE,BUILDING,41897.0,68.0,OWNED,2055-01-01,Field Not In Use, ,Will Conform,-30.0,1
9.0,CA,ACTIVE,BUILDING,731187.0,202.0,OWNED,2065-01-01,Field Not In Use,National Register Listed,Will Conform,-40.0,3
9.0,CA,ACTIVE,BUILDING,229813.0,200.0,OWNED,2061-01-01,Field Not In Use,National Register Eligible,Yes,-36.0,3
9.0,CA,ACTIVE,BUILDING,959333.0,236.0,OWNED,2064-01-01,Field Not In Use, ,Will Conform,-39.0,3
9.0,CA,ACTIVE,BUILDING,444661.0,612.0,OWNED,1976-01-01,Field Not In Use,Not Evaluated,Will Conform,49.0,3
9.0,CA,ACTIVE,BUILDING,408767.0,1500.0,OWNED,2069-01-01,Field Not In Use,National Register Listed,Will Conform,-44.0,2
9.0,CA,ACTIVE,BUILDING,980.0,2.0,LEASED,2065-01-01,Field Not In Use,Not Evaluated,Will Conform,-40.0,1
9.0,CA,ACTIVE,BUILDING,12138.0,70.0,OWNED,1975-01-01,Field Not In Use,Not Evaluated,Will Conform,50.0,1
9.0,CA,ACTIVE,BUILDING,21631.0,52.0,OWNED,2069-01-01,Field Not In Use, ,Will Conform,-44.0,1
9.0,CA,ACTIVE,BUILDING,90043.0,330.0,OWNED,2074-01-01,Field Not In Use, ,Will Conform,-49.0,1
9.0,CA,ACTIVE,BUILDING,235569.0,965.0,OWNED,2067-01-01,Field Not In Use, ,Will Conform,-42.0,3
9.0,CA,ACTIVE,BUILDING,160770.0,287.00000000000006,OWNED,1975-06-01,Field Not In Use,Not Evaluated,Yes,50.0,1
9.0,CA,ACTIVE,BUILDING,388140.0,563.0,OWNED,1975-01-01,Field Not In Use,National Register Eligible,Will Conform,50.0,3
9.0,CA,ACTIVE,BUILDING,48046.0,134.0,OWNED,1975-01-01,Field Not In Use,Not Evaluated,Will Conform,50.0,1
9.0,CA,ACTIVE,BUILDING,207894.0,88.0,OWNED,2072-01-01,Field Not In Use,Not Evaluated,Will Conform,-47.0,1
9.0,CA,ACTIVE,BUILDING,4680.000000000004,11.0,OWNED,2068-01-01,Field Not In Use, ,Will Conform,-43.0,1
9.0,CA,ACTIVE,BUILDING,180252.0,97.0,OWNED,1982-01-01,Field Not In Use,Not Evaluated,Will Conform,43.0,1
9.0,CA,ACTIVE,BUILDING,33010.0,259.0,OWNED,1984-01-01,Field Not In Use,Not Evaluated,Will Conform,41.0,1
9.0,CA,ACTIVE,BUILDING,51373.0,0.0,OWNED,1984-01-01,Field Not In Use,Not Evaluated,Will Conform,41.0,1
9.0,CA,ACTIVE,BUILDING,64702.0,74.0,OWNED,1984-01-01,Field Not In Use,Not Evaluated,Will Conform,41.0,1
9.0,CA,ACTIVE,STRUCTURE,50109.0,587.0,OWNED,1982-01-01,Field Not In Use,Not Evaluated,Will Conform,43.0,1
9.0,CA,ACTIVE,BUILDING,163855.0,65.0,OWNED,1989-01-01,Field Not In Use,Not Evaluated,Will Conform,36.0,1
9.0,CA,ACTIVE,BUILDING,651551.0,146.00000000000003,OWNED,1993-01-01,Field Not In Use,Not Evaluated,Will Conform,32.0,3
9.0,CA,ACTIVE,BUILDING,519160.0,1201.0,OWNED,1993-01-01,Field Not In Use,Not Evaluated,Will Conform,32.0,3
9.0,CA,ACTIVE,BUILDING,5464.000000000004,0.0,OWNED,2012-11-08,Field Not In Use,Not Evaluated,Will Conform,13.0,1
9.0,CA,ACTIVE,BUILDING,139900.0,80.0,OWNED,1994-05-27,Field Not In Use,Not Evaluated,Will Conform,31.0,1
9.0,CA,ACTIVE,BUILDING,347554.0,213.0,OWNED,1999-01-01,Field Not In Use,Not Evaluated,Will Conform,26.0,3
9.0,CA,ACTIVE,BUILDING,0.0,0.0,OWNED,1995-01-01,Field Not In Use,Not Evaluated,Will Conform,30.0,1
9.0,CA,ACTIVE,BUILDING,1740.0,0.0,OWNED,1994-01-01,Field Not In Use,Not Evaluated,Will Conform,31.0,1
9.0,CA,ACTIVE,BUILDING,9167.0,0.0,OWNED,1994-01-01,Field Not In Use,Not Evaluated,Will Conform,31.0,1
9.0,CA,ACTIVE,BUILDING,365504.0,48.0,OWNED,2007-02-28,Field Not In Use,Not Evaluated,Will Conform,18.0,3
9.0,CA,ACTIVE,BUILDING,396004.0,324.0,OWNED,1999-01-01,Field Not In Use,Not Evaluated,Yes,26.0,3
9.0,CA,ACTIVE,BUILDING,265824.99999999994,122.0,OWNED,2005-10-03,Field Not In Use,Not Evaluated,Will Conform,20.0,3
9.0,CA,ACTIVE,BUILDING,0.0,0.0,OWNED,1998-08-01,Field Not In Use,Not Evaluated,Will Conform,27.0,1
9.0,CA,ACTIVE,BUILDING,288426.99999999994,99.0,OWNED,2012-11-01,Field Not In Use,Not Evaluated,Yes,13.0,3
9.0,CA,ACTIVE,BUILDING,372734.0,112.0,OWNED,2016-08-26,Field Not In Use,Not Evaluated,Will Conform,9.0,3
9.0,CA,ACTIVE,BUILDING,43076.0,0.0,OWNED,2014-10-21,Field Not In Use,Not Evaluated,Will Conform,11.0,1
9.0,CA,ACTIVE,BUILDING,117268.0,0.0,OWNED,2014-06-30,Field Not In Use,Not Evaluated,Will Conform,11.0,1
9.0,CA,ACTIVE,BUILDING,5554.0,0.0,OWNED,2014-08-07,Field Not In Use,Not Evaluated,Yes,11.0,1
9.0,CA,ACTIVE,BUILDING,19791.0,0.0,OWNED,2016-07-15,Field Not In Use,Not Evaluated,Yes,9.0,1
9.0,CA,ACTIVE,BUILDING,2550.0,0.0,OWNED,2019-05-13,Field Not In Use,Not Evaluated,Yes,6.0,1
9.0,CA,ACTIVE,BUILDING,18169.0,0.0,OWNED,2019-06-10,Field Not In Use,Not Evaluated,Yes,6.0,1
9.0,CA,ACTIVE,STRUCTURE,1941.0000000000036,552.0,OWNED,2019-06-28,Field Not In Use,Not Evaluated,Yes,6.0,1
9.0,CA,ACTIVE,BUILDING,82996.0,0.0,OWNED,2018-07-31,Field Not In Use,Not Evaluated,Yes,7.0,1
9.0,CA,ACTIVE,BUILDING,27880.0,0.0,OWNED,2022-01-01,Field Not In Use,Not Evaluated,Yes,3.0,1
9.0,CA,ACTIVE,BUILDING,25869.0,23.0,OWNED,2012-07-01,Field Not In Use,Not Evaluated,Yes,13.0,1
9.0,CA,ACTIVE,BUILDING,656.0,0.0,OWNED,2009-06-23,Field Not In Use,Not Evaluated,Will Conform,16.0,1
9.0,CA,ACTIVE,BUILDING,10984.0,0.0,OWNED,2022-01-01,Field Not In Use,Not Evaluated,Will Conform,3.0,1
9.0,CA,ACTIVE,BUILDING,17717.0,0.0,OWNED,2022-01-01,Field Not In Use,Not Evaluated,Will Conform,3.0,1
9.0,CA,ACTIVE,BUILDING,350.0,235.0,OWNED,2022-01-01,Field Not In Use,Not Evaluated,Will Conform,3.0,1
9.0,CA,ACTIVE,BUILDING,4000.0000000000036,0.0,OWNED,2022-01-01,Field Not In Use,Not Evaluated,Will Conform,3.0,1
9.0,CA,ACTIVE,BUILDING,10706.0,0.0,OWNED,2022-01-01,Field Not In Use,Not Evaluated,Will Conform,3.0,1
9.0,CA,ACTIVE,BUILDING,0.0,54.0,OWNED,2033-01-01,Field Not In Use,National Register Listed,Will Conform,-8.0,1
9.0,CA,ACTIVE,BUILDING,62845.0,36.0,OWNED,2074-01-01,Field Not In Use,Not Evaluated,Will Conform,-49.0,1
9.0,CA,ACTIVE,BUILDING,43019.0,92.0,OWNED,1996-01-01,Field Not In Use,Not Evaluated,Yes,29.0,1
9.0,CA,ACTIVE,BUILDING,53752.0,80.0,OWNED,1996-01-01,Field Not In Use,Not Evaluated,Yes,29.0,1
9.0,CA,ACTIVE,BUILDING,79080.0,73.0,OWNED,1996-01-01,Field Not In Use,Not Evaluated,Yes,29.0,1
9.0,CA,ACTIVE,BUILDING,4095.0,0.0,OWNED,1996-01-01,Field Not In Use,Not Evaluated,Yes,29.0,1
9.0,CA,ACTIVE,BUILDING,13025.0,0.0,OWNED,1996-01-01,Field Not In Use,Not Evaluated,Yes,29.0,1
9.0,CA,ACTIVE,BUILDING,0.0,0.0,OWNED,1996-01-01,Field Not In Use,Not Evaluated,Yes,29.0,1
9.0,CA,ACTIVE,BUILDING,9483.0,0.0,OWNED,1996-01-01,Field Not In Use,Not Evaluated,Yes,29.0,1
9.0,CA,ACTIVE,BUILDING,3290.0,35.0,OWNED,1999-01-01,Field Not In Use,Not Evaluated,Yes,26.0,1
9.0,CA,ACTIVE,BUILDING,0.0,0.0,OWNED,1993-01-01,Field Not In Use,Not Evaluated,Will Conform,32.0,1
9.0,CA,ACTIVE,BUILDING,11631.0,0.0,OWNED,2018-09-10,Field Not In Use,Not Evaluated,Yes,7.0,1
9.0,CA,ACTIVE,BUILDING,62914.0,0.0,OWNED,2018-09-10,Field Not In Use,Not Evaluated,Yes,7.0,1
9.0,CA,ACTIVE,BUILDING,769947.0,6197.999999999999,OWNED,2071-01-01,Field Not In Use,National Register Eligible,Will Conform,-46.0,2
9.0,CA,ACTIVE,BUILDING,0.0,0.0,OWNED,2071-01-01,Field Not In Use,National Register Eligible,Will Conform,-46.0,1
9.0,CA,ACTIVE,BUILDING,0.0,0.0,OWNED,2071-01-01,Field Not In Use,National Register Eligible,Will Conform,-46.0,1
9.0,CA,ACTIVE,BUILDING,0.0,0.0,OWNED,2071-01-01,Field Not In Use,National Register Eligible,Will Conform,-46.0,1
9.0,CA,ACTIVE,BUILDING,0.0,0.0,OWNED,2071-01-01,Field Not In Use,National Register Eligible,Will Conform,-46.0,1
9.0,CA,ACTIVE,BUILDING,0.0,0.0,OWNED,2071-01-01,Field Not In Use,National Register Eligible,Will Conform,-46.0,1
9.0,CA,ACTIVE,BUILDING,0.0,0.0,OWNED,2071-01-01,Field Not In Use,National Register Eligible,Will Conform,-46.0,1
9.0,CA,ACTIVE,BUILDING,5531.000000000004,0.0,OWNED,2013-11-07,Field Not In Use,Not Evaluated,Will Conform,12.0,1
9.0,CA,ACTIVE,BUILDING,14835.0,17.0,OWNED,2032-01-01,Field Not In Use,National Register Listed,Will Conform,-7.0,1
9.0,CA,ACTIVE,BUILDING,5862.0,6.0,OWNED,2058-01-01,Field Not In Use, ,Will Conform,-33.0,1
9.0,CA,ACTIVE,BUILDING,3215.9999999999964,0.0,OWNED,2058-01-01,Field Not In Use, ,Will Conform,-33.0,1
9.0,CA,ACTIVE,BUILDING,1302.0,0.0,OWNED,2058-01-01,Field Not In Use, ,Will Conform,-33.0,1
9.0,CA,ACTIVE,BUILDING,442.0,0.0,OWNED,2014-07-21,Field Not In Use,Not Evaluated,Will Conform,11.0,1
9.0,CA,EXCESS,BUILDING,18441.0,2.999999999999993,OWNED,2042-01-01,Field Not In Use, ,Will Conform,-17.0,1
9.0,CA,EXCESS,BUILDING,5709.0,0.0,OWNED,2042-01-01,Field Not In Use, ,Will Conform,-17.0,1
9.0,CA,EXCESS,BUILDING,5723.0,0.0,OWNED,2042-01-01,Field Not In Use, ,Will Conform,-17.0,1
9.0,CA,EXCESS,BUILDING,6010.0,0.0,OWNED,2042-01-01,Field Not In Use, ,Will Conform,-17.0,1
9.0,CA,EXCESS,BUILDING,16317.0,0.9999999999999929,OWNED,2042-01-01,Field Not In Use, ,Will Conform,-17.0,1
9.0,CA,EXCESS,BUILDING,758.0,0.0,OWNED,2042-01-01,Field Not In Use, ,No,-17.0,1
9.0,CA,EXCESS,BUILDING,707.0,0.0,OWNED,2042-01-01,Field Not In Use, ,Will Conform,-17.0,1
9.0,CA,EXCESS,BUILDING,0.0,0.0,OWNED,2042-01-01,Field Not In Use, ,No,-17.0,1
9.0,CA,EXCESS,BUILDING,0.0,0.0,OWNED,2042-01-01,Field Not In Use, ,Will Conform,-17.0,1
9.0,CA,EXCESS,BUILDING,0.0,0.0,OWNED,2042-01-01,Field Not In Use, ,No,-17.0,1
9.0,CA,ACTIVE,BUILDING,12596.0,0.0,OWNED,2034-01-01,Field Not In Use,National Register Listed,Will Conform,-9.0,1
9.0,CA,ACTIVE,BUILDING,2092.9999999999964,0.0,OWNED,2034-01-01,Field Not In Use,National Register Listed,Will Conform,-9.0,1
9.0,CA,ACTIVE,BUILDING,2092.9999999999964,0.0,OWNED,2034-01-01,Field Not In Use,National Register Listed,Will Conform,-9.0,1
